Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Player_URL
MJG Rippon (NL),2013-2018,6,4,1,71,51,23.66,112,63.39,0,1,0,http://stats.espncricinfo.com/ci/content/player/380956.html
JDF Vandersay (SL),2015-2019,12,7,1,71,25,11.83,166,42.77,0,0,1,http://stats.espncricinfo.com/ci/content/player/370040.html
KED Carroll (IRE),2007-2007,6,6,0,70,28,11.66,126,55.55,0,0,1,http://stats.espncricinfo.com/ci/content/player/245287.html
SR Gillespie (NZ),1986-1988,19,11,5,70,18*,11.66,106,66.03,0,0,1,http://stats.espncricinfo.com/ci/content/player/37102.html
Shuvagata Hom (BDESH),2011-2011,4,3,1,70,35*,35,86,81.39,0,0,0,http://stats.espncricinfo.com/ci/content/player/402992.html
MJ Smith (ENG),1973-1974,5,5,0,70,31,14,159,44.02,0,0,1,http://stats.espncricinfo.com/ci/content/player/20257.html
RD Steede (BMUDA),2006-2008,8,7,1,70,20,11.66,142,49.29,0,0,0,http://stats.espncricinfo.com/ci/content/player/23760.html
Ashraf Ali (PAK),1980-1985,16,9,5,69,19*,17.25,135,51.11,0,0,1,http://stats.espncricinfo.com/ci/content/player/39008.html
SR Clark (AUS),2005-2009,39,12,7,69,16*,13.8,88,78.4,0,0,1,http://stats.espncricinfo.com/ci/content/player/4582.html
AC Dawson (SA),1998-2004,19,7,4,69,23*,23,67,102.98,0,0,0,http://stats.espncricinfo.com/ci/content/player/44682.html
Y Goonasekera (SL),1983-1983,3,3,0,69,35,23,104,66.34,0,0,0,http://stats.espncricinfo.com/ci/content/player/48996.html
SP Khakurel (NEPAL),2018-2018,2,2,0,69,50,34.5,130,53.07,0,1,0,http://stats.espncricinfo.com/ci/content/player/446807.html
Mujeeb Ur Rahman (AFG),2017-2019,40,21,10,69,15,6.27,79,87.34,0,0,7,http://stats.espncricinfo.com/ci/content/player/974109.html
TP Visee (NL),2019-2019,2,2,0,69,41,34.5,56,123.21,0,0,0,http://stats.espncricinfo.com/ci/content/player/420419.html
FS Crockwell (BMUDA),2009-2009,2,2,0,68,45,34,104,65.38,0,0,0,http://stats.espncricinfo.com/ci/content/player/381734.html
TGJ Gruijters (NL),2010-2013,5,4,1,68,32,22.66,116,58.62,0,0,0,http://stats.espncricinfo.com/ci/content/player/364300.html
OJ Hairs (SCOT),2010-2010,5,5,0,68,27,13.6,100,68,0,0,0,http://stats.espncricinfo.com/ci/content/player/414973.html
Iftikhar Ahmed (PAK),2015-2019,4,4,2,68,32*,34,73,93.15,0,0,0,http://stats.espncricinfo.com/ci/content/player/480603.html
RK Illingworth (ENG),1991-1996,25,11,5,68,14,11.33,119,57.14,0,0,0,http://stats.espncricinfo.com/ci/content/player/15383.html
Junaid Khan (PAK),2011-2019,76,31,17,68,25,4.85,127,53.54,0,0,6,http://stats.espncricinfo.com/ci/content/player/259551.html
SO Ngoche (KENYA),2010-2014,14,12,3,68,28,7.55,119,57.14,0,0,4,http://stats.espncricinfo.com/ci/content/player/308515.html
Nurul Hasan (BDESH),2016-2016,2,2,0,68,44,34,70,97.14,0,0,0,http://stats.espncricinfo.com/ci/content/player/410765.html
JA Richardson (AUS),2018-2019,12,7,2,68,29,13.6,84,80.95,0,0,0,http://stats.espncricinfo.com/ci/content/player/774223.html
M Sheikh (KENYA),1997-2000,21,15,5,68,15*,6.8,123,55.28,0,0,2,http://stats.espncricinfo.com/ci/content/player/24721.html
SJ Cook (SA),1991-1993,4,4,0,67,35,16.75,118,56.77,0,0,1,http://stats.espncricinfo.com/ci/content/player/44465.html
SG Davies (ZIM),1996-1996,4,4,0,67,45,16.75,173,38.72,0,0,0,http://stats.espncricinfo.com/ci/content/player/55360.html
Junaid Siddiqui (CAN),2011-2014,9,8,3,67,25,13.4,144,46.52,0,0,1,http://stats.espncricinfo.com/ci/content/player/494847.html
N Madziva (ZIM),2014-2016,12,12,3,67,25,7.44,138,48.55,0,0,2,http://stats.espncricinfo.com/ci/content/player/453289.html
HJC Mol (NL),2002-2008,11,9,1,67,23,8.37,183,36.61,0,0,2,http://stats.espncricinfo.com/ci/content/player/24923.html
Nadeem Ahmed (HKG),2004-2018,25,16,4,67,14,5.58,151,44.37,0,0,1,http://stats.espncricinfo.com/ci/content/player/24230.html
V Pollard (NZ),1973-1974,3,2,0,67,55,33.5,145,46.2,0,1,0,http://stats.espncricinfo.com/ci/content/player/38129.html
Shapoor Zadran (AFG),2009-2019,44,27,17,67,17,6.7,160,41.87,0,0,4,http://stats.espncricinfo.com/ci/content/player/319746.html
IS Sodhi (NZ),2015-2019,31,13,2,67,24,6.09,88,76.13,0,0,4,http://stats.espncricinfo.com/ci/content/player/559066.html
Waqas Khan (HKG),2015-2017,8,5,1,67,35*,16.75,137,48.9,0,0,0,http://stats.espncricinfo.com/ci/content/player/633426.html
PR Adams (SA),1996-2003,24,9,5,66,33*,16.5,124,53.22,0,0,2,http://stats.espncricinfo.com/ci/content/player/43919.html
Akhtar Sarfraz (PAK),1997-1998,4,4,0,66,25,16.5,99,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/38986.html
RJ Bright (AUS),1974-1986,11,8,4,66,19*,16.5,122,54.09,0,0,1,http://stats.espncricinfo.com/ci/content/player/4208.html
Sharafuddin Ashraf (AFG),2014-2019,17,10,3,66,21,9.42,100,66,0,0,2,http://stats.espncricinfo.com/ci/content/player/633362.html
OO Bascome (BMUDA),2008-2008,6,6,0,65,20,10.83,145,44.82,0,0,0,http://stats.espncricinfo.com/ci/content/player/279531.html
KCG Benjamin (WI),1992-1996,26,13,7,65,17,10.83,80,81.25,0,0,1,http://stats.espncricinfo.com/ci/content/player/51218.html
RD King (WI),1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5,http://stats.espncricinfo.com/ci/content/player/52294.html
RG Petrie (NZ),1990-1991,12,8,3,65,21,13,109,59.63,0,0,1,http://stats.espncricinfo.com/ci/content/player/38124.html
Saeed Azad (PAK),1995-1996,4,4,0,65,31,16.25,131,49.61,0,0,0,http://stats.espncricinfo.com/ci/content/player/42607.html
VA Holder (WI),1973-1978,12,6,1,64,30,12.8,85,75.29,0,0,1,http://stats.espncricinfo.com/ci/content/player/52061.html
H Osinde (CAN),2006-2013,42,28,13,64,21*,4.26,130,49.23,0,0,7,http://stats.espncricinfo.com/ci/content/player/212175.html
KF Semple (WI),1999-1999,7,6,0,64,23,10.66,165,38.78,0,0,0,http://stats.espncricinfo.com/ci/content/player/52928.html
RO Hussain (SCOT),2006-2010,8,8,1,63,17,9,143,44.05,0,0,0,http://stats.espncricinfo.com/ci/content/player/25471.html
PD McGlashan (NZ),2009-2009,4,2,1,63,56*,63,51,123.52,0,1,0,http://stats.espncricinfo.com/ci/content/player/37770.html
MQ Sheikh (SCOT),2008-2010,7,7,1,63,23,10.5,140,45,0,0,0,http://stats.espncricinfo.com/ci/content/player/25434.html
Taijul Islam (BDESH),2014-2019,6,4,1,63,39*,21,77,81.81,0,0,0,http://stats.espncricinfo.com/ci/content/player/401057.html
Adnan Akmal (PAK),2011-2012,5,4,1,62,27,20.66,89,69.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/39038.html
SD Anurasiri (SL),1986-1994,45,18,12,62,11,10.33,143,43.35,0,0,2,http://stats.espncricinfo.com/ci/content/player/48120.html
DE Budge (SCOT),2018-2019,3,3,0,62,27,20.66,70,88.57,0,0,0,http://stats.espncricinfo.com/ci/content/player/764321.html
PG Coman (NZ),1973-1974,3,3,0,62,38,20.66,104,59.61,0,0,1,http://stats.espncricinfo.com/ci/content/player/36608.html
CE Cuffy (WI),1994-2002,41,22,8,62,17*,4.42,125,49.6,0,0,5,http://stats.espncricinfo.com/ci/content/player/51487.html
LH Ferguson (NZ),2016-2019,36,15,7,62,19,7.75,125,49.6,0,0,4,http://stats.espncricinfo.com/ci/content/player/493773.html
SN Netravalkar (USA),2019-2019,9,7,3,62,19*,15.5,91,68.13,0,0,0,http://stats.espncricinfo.com/ci/content/player/398513.html
JB Reva (PNG),2016-2018,9,7,1,62,36,10.33,83,74.69,0,0,1,http://stats.espncricinfo.com/ci/content/player/332978.html
Shaheedur Rahman (BDESH),1986-1986,2,2,0,62,37,31,108,57.4,0,0,0,http://stats.espncricinfo.com/ci/content/player/56102.html
Azhar Saeed (UAE),1994-1996,7,7,0,61,32,8.71,195,31.28,0,0,1,http://stats.espncricinfo.com/ci/content/player/25533.html
Dolar Mahmud (BDESH),2008-2009,7,4,0,61,41,15.25,44,138.63,0,0,2,http://stats.espncricinfo.com/ci/content/player/56209.html
BT Foakes (ENG),2019-2019,1,1,1,61,61*,-,76,80.26,0,1,0,http://stats.espncricinfo.com/ci/content/player/364788.html
MN Hart (NZ),1994-2002,13,8,0,61,16,7.62,101,60.39,0,0,1,http://stats.espncricinfo.com/ci/content/player/37237.html
JD Love (ENG),1981-1981,3,3,0,61,43,20.33,100,61,0,0,0,http://stats.espncricinfo.com/ci/content/player/16352.html
EO Odumbe (KENYA),1996-1996,8,7,1,61,20,10.16,150,40.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/24706.html
DR Parry (WI),1978-1980,6,5,1,61,32,15.25,77,79.22,0,0,0,http://stats.espncricinfo.com/ci/content/player/52670.html
Shakeel Ahmed jnr (PAK),1995-1995,2,2,0,61,36,30.5,128,47.65,0,0,0,http://stats.espncricinfo.com/ci/content/player/42648.html
L Sreekumar (UAE),2015-2016,4,4,0,61,28,15.25,73,83.56,0,0,0,http://stats.espncricinfo.com/ci/content/player/937673.html
ELR Stewart (SA),1993-2002,6,6,2,61,23*,15.25,116,52.58,0,0,0,http://stats.espncricinfo.com/ci/content/player/47239.html
DS Wesonga (KENYA),2010-2011,4,4,1,61,33,20.33,108,56.48,0,0,0,http://stats.espncricinfo.com/ci/content/player/315051.html
RM West (IRE),2008-2009,10,4,2,61,29*,30.5,41,148.78,0,0,1,http://stats.espncricinfo.com/ci/content/player/38759.html
GE Bradburn (NZ),1990-2001,11,10,3,60,30,8.57,130,46.15,0,0,1,http://stats.espncricinfo.com/ci/content/player/36308.html
JJ Celestine (BMUDA),2007-2008,8,8,0,60,20,7.5,135,44.44,0,0,1,http://stats.espncricinfo.com/ci/content/player/216811.html
ST Clarke (WI),1978-1982,10,8,2,60,20,10,58,103.44,0,0,1,http://stats.espncricinfo.com/ci/content/player/51477.html
Humayun Farhat (PAK),2001-2001,5,3,0,60,39,20,56,107.14,0,0,0,http://stats.espncricinfo.com/ci/content/player/40383.html
JA Jameson (ENG),1973-1975,3,3,0,60,28,20,158,37.97,0,0,0,http://stats.espncricinfo.com/ci/content/player/15468.html
NC McGarrell (WI),1998-2001,17,10,2,60,19,7.5,98,61.22,0,0,2,http://stats.espncricinfo.com/ci/content/player/52428.html
Abdul Jabbar (CAN),2007-2007,2,2,0,59,44,29.5,82,71.95,0,0,0,http://stats.espncricinfo.com/ci/content/player/313526.html
WD Balaji Rao (CAN),2008-2011,10,8,0,59,24,7.37,89,66.29,0,0,0,http://stats.espncricinfo.com/ci/content/player/26826.html
Gazi Ashraf (BDESH),1986-1990,7,7,0,59,18,8.42,239,24.68,0,0,1,http://stats.espncricinfo.com/ci/content/player/55896.html
MBS Jonkman (NL),2006-2010,16,9,4,59,16,11.8,79,74.68,0,0,1,http://stats.espncricinfo.com/ci/content/player/245397.html
MA Parker (SCOT),2010-2010,10,8,2,59,22,9.83,104,56.73,0,0,0,http://stats.espncricinfo.com/ci/content/player/298197.html
RO Butcher (ENG),1980-1981,3,3,0,58,52,19.33,68,85.29,0,1,0,http://stats.espncricinfo.com/ci/content/player/9329.html
Imran Haider (UAE),2017-2019,20,14,7,58,18*,8.28,136,42.64,0,0,3,http://stats.espncricinfo.com/ci/content/player/943275.html
TMK Mawoyo (ZIM),2006-2014,7,7,0,58,15,8.28,160,36.25,0,0,1,http://stats.espncricinfo.com/ci/content/player/55597.html
D Murphy (SCOT),2013-2013,8,7,2,58,20*,11.6,118,49.15,0,0,0,http://stats.espncricinfo.com/ci/content/player/297524.html
Saqlain Haider (UAE),2014-2016,5,4,0,58,28,14.5,77,75.32,0,0,0,http://stats.espncricinfo.com/ci/content/player/779973.html
M van Schoor (NAM),2003-2003,5,5,1,58,24,14.5,111,52.25,0,0,0,http://stats.espncricinfo.com/ci/content/player/24804.html
BM Wheeler (NZ),2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0,http://stats.espncricinfo.com/ci/content/player/440523.html
B Yardley (AUS),1978-1983,7,4,0,58,28,14.5,98,59.18,0,0,1,http://stats.espncricinfo.com/ci/content/player/8449.html
KD Boyce (WI),1973-1975,8,4,0,57,34,14.25,77,74.02,0,0,0,http://stats.espncricinfo.com/ci/content/player/51229.html
Ehsanul Haque (BDESH),2002-2003,6,6,0,57,20,9.5,129,44.18,0,0,1,http://stats.espncricinfo.com/ci/content/player/55880.html
Frasat Ali (EAf),1975-1975,3,3,0,57,45,19,176,32.38,0,0,1,http://stats.espncricinfo.com/ci/content/player/23950.html
G Salmond (SCOT),1999-1999,5,5,0,57,31,11.4,109,52.29,0,0,0,http://stats.espncricinfo.com/ci/content/player/25109.html
AJ Tye (AUS),2018-2018,7,7,3,57,19,14.25,48,118.75,0,0,0,http://stats.espncricinfo.com/ci/content/player/459508.html
RS Haire (IRE),2008-2008,2,2,0,56,54,28,72,77.77,0,1,0,http://stats.espncricinfo.com/ci/content/player/24298.html
JK Lever (ENG),1976-1982,22,11,4,56,27*,8,152,36.84,0,0,1,http://stats.espncricinfo.com/ci/content/player/16260.html
NM Odhiambo (KENYA),2010-2013,8,6,0,56,29,9.33,121,46.28,0,0,0,http://stats.espncricinfo.com/ci/content/player/308418.html
Sohail Fazal (PAK),1989-1989,2,2,0,56,32,28,59,94.91,0,0,0,http://stats.espncricinfo.com/ci/content/player/42664.html
LL Tsotsobe (SA),2009-2013,61,21,13,56,16*,7,109,51.37,0,0,3,http://stats.espncricinfo.com/ci/content/player/47666.html
MA Wood (ENG),2015-2019,51,17,10,56,13,8,63,88.88,0,0,3,http://stats.espncricinfo.com/ci/content/player/351588.html
MW Douglas (NZ),1994-1995,6,6,0,55,30,9.16,123,44.71,0,0,1,http://stats.espncricinfo.com/ci/content/player/36833.html
FY Fazal (INDIA),2016-2016,1,1,1,55,55*,-,61,90.16,0,1,0,http://stats.espncricinfo.com/ci/content/player/28671.html
J Figy (UAE),2019-2020,2,2,1,55,32*,55,73,75.34,0,0,0,http://stats.espncricinfo.com/ci/content/player/1058988.html
TV Mufambisi (ZIM),2006-2007,6,6,0,55,21,9.16,90,61.11,0,0,0,http://stats.espncricinfo.com/ci/content/player/55643.html
SJ Palframan (SA),1996-1996,7,4,0,55,28,13.75,80,68.75,0,0,0,http://stats.espncricinfo.com/ci/content/player/46724.html
TK Patel (USA),2019-2019,5,5,3,55,50*,27.5,102,53.92,0,1,0,http://stats.espncricinfo.com/ci/content/player/32257.html
EC Rainsford (ZIM),2004-2010,39,23,13,55,9*,5.5,134,41.04,0,0,2,http://stats.espncricinfo.com/ci/content/player/55740.html
SK Ranasinghe (SL),1986-1986,4,3,0,55,41,18.33,81,67.9,0,0,1,http://stats.espncricinfo.com/ci/content/player/50242.html
Abdul Shakoor (UAE),2015-2018,3,3,0,54,24,18,102,52.94,0,0,0,http://stats.espncricinfo.com/ci/content/player/585100.html
Arshad Ali (UAE),2004-2008,4,4,0,54,41,13.5,102,52.94,0,0,1,http://stats.espncricinfo.com/ci/content/player/25591.html
RJ Campbell (AUS),2002-2002,2,2,0,54,38,27,70,77.14,0,0,0,http://stats.espncricinfo.com/ci/content/player/4527.html
RD Jackman (ENG),1974-1983,15,9,1,54,14,6.75,93,58.06,0,0,1,http://stats.espncricinfo.com/ci/content/player/15461.html
RWT Key (ENG),2003-2004,5,5,0,54,19,10.8,135,40,0,0,1,http://stats.espncricinfo.com/ci/content/player/15876.html
J Kila (PNG),2018-2019,6,6,2,54,21,13.5,63,85.71,0,0,1,http://stats.espncricinfo.com/ci/content/player/302875.html
BJ McKechnie (NZ),1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1,http://stats.espncricinfo.com/ci/content/player/37707.html
Mohammad Iqbal (CAN),2007-2008,5,5,0,54,30,10.8,80,67.5,0,0,1,http://stats.espncricinfo.com/ci/content/player/41440.html
JV Paranjpe (INDIA),1998-1998,4,4,1,54,27,18,91,59.34,0,0,0,http://stats.espncricinfo.com/ci/content/player/32192.html
RG Samuels (WI),1996-1997,8,5,2,54,36*,18,63,85.71,0,0,0,http://stats.espncricinfo.com/ci/content/player/52922.html
RK Sethi (EAf),1975-1975,3,3,0,54,30,18,185,29.18,0,0,0,http://stats.espncricinfo.com/ci/content/player/23972.html
S Venkataraghavan (INDIA),1974-1983,15,9,4,54,26*,10.8,126,42.85,0,0,2,http://stats.espncricinfo.com/ci/content/player/35656.html
BCJ Cutting (AUS),2013-2014,4,2,0,53,27,26.5,67,79.1,0,0,0,http://stats.espncricinfo.com/ci/content/player/230371.html
DDP D'Silva (UAE),2019-2020,6,5,1,53,31,13.25,119,44.53,0,0,0,http://stats.espncricinfo.com/ci/content/player/1126694.html
Ghulam Ali (PAK),1993-1995,3,3,0,53,38,17.66,121,43.8,0,0,0,http://stats.espncricinfo.com/ci/content/player/40305.html
Mafizur Rahman (BDESH),1997-1997,4,4,1,53,16,17.66,104,50.96,0,0,0,http://stats.espncricinfo.com/ci/content/player/55965.html
Manjural Islam (BDESH),1999-2003,34,22,13,53,13,5.88,134,39.55,0,0,4,http://stats.espncricinfo.com/ci/content/player/55968.html
WP Masakadza (ZIM),2015-2018,17,10,1,53,15,5.88,125,42.4,0,0,3,http://stats.espncricinfo.com/ci/content/player/571703.html
Mohammad Sharif (BDESH),2001-2007,9,9,5,53,13*,13.25,102,51.96,0,0,1,http://stats.espncricinfo.com/ci/content/player/55986.html
RAP Nissanka (SL),2001-2003,23,13,5,53,11,6.62,140,37.85,0,0,2,http://stats.espncricinfo.com/ci/content/player/49769.html
DL Underwood (ENG),1973-1982,26,13,4,53,17,5.88,133,39.84,0,0,2,http://stats.espncricinfo.com/ci/content/player/22149.html
CAK Walton (WI),2009-2017,9,8,0,53,19,6.62,86,61.62,0,0,4,http://stats.espncricinfo.com/ci/content/player/315586.html
AJ Woodcock (AUS),1974-1974,1,1,0,53,53,53,67,79.1,0,1,0,http://stats.espncricinfo.com/ci/content/player/8244.html
JE Brinkley (SCOT),1999-1999,5,5,0,52,23,10.4,118,44.06,0,0,1,http://stats.espncricinfo.com/ci/content/player/25409.html
TK Canning (NZ),2003-2005,4,4,1,52,23*,17.33,73,71.23,0,0,1,http://stats.espncricinfo.com/ci/content/player/36632.html
JS Malhotra (USA),2019-2019,5,5,0,52,18,10.4,71,73.23,0,0,1,http://stats.espncricinfo.com/ci/content/player/430105.html
B Mavuta (ZIM),2018-2019,7,5,1,52,20,13,47,110.63,0,0,1,http://stats.espncricinfo.com/ci/content/player/806239.html
AK Perera (SL),2013-2019,6,4,0,52,31,13,83,62.65,0,0,0,http://stats.espncricinfo.com/ci/content/player/300629.html
N Pokana (PNG),2017-2019,14,9,4,52,11*,10.4,106,49.05,0,0,1,http://stats.espncricinfo.com/ci/content/player/646181.html
SN Thakur (INDIA),2017-2020,8,4,2,52,22*,26,32,162.5,0,0,1,http://stats.espncricinfo.com/ci/content/player/475281.html
Zahoor Khan (UAE),2017-2019,17,13,4,52,16,5.77,77,67.53,0,0,3,http://stats.espncricinfo.com/ci/content/player/384525.html
CS Cowdrey (ENG),1985-1985,3,3,1,51,46*,25.5,46,110.86,0,0,1,http://stats.espncricinfo.com/ci/content/player/10843.html
D Dasgupta (INDIA),2001-2001,5,4,1,51,24*,17,82,62.19,0,0,1,http://stats.espncricinfo.com/ci/content/player/28146.html
AH Gray (WI),1985-1991,25,11,5,51,10*,8.5,77,66.23,0,0,1,http://stats.espncricinfo.com/ci/content/player/51898.html
A Mithun (INDIA),2010-2011,5,3,0,51,24,17,55,92.72,0,0,0,http://stats.espncricinfo.com/ci/content/player/310958.html
CA Pujara (INDIA),2013-2014,5,5,0,51,27,10.2,130,39.23,0,0,2,http://stats.espncricinfo.com/ci/content/player/32540.html
BS Sandhu (INDIA),1982-1984,22,7,3,51,16*,12.75,97,52.57,0,0,2,http://stats.espncricinfo.com/ci/content/player/33816.html
DE Bollinger (AUS),2009-2011,39,8,2,50,30,8.33,54,92.59,0,0,1,http://stats.espncricinfo.com/ci/content/player/4508.html
NE Clarke (NL),1996-1996,5,5,0,50,32,10,112,44.64,0,0,2,http://stats.espncricinfo.com/ci/content/player/24875.html
JG Heron (ZIM),1983-1983,6,6,0,50,18,8.33,163,30.67,0,0,1,http://stats.espncricinfo.com/ci/content/player/55485.html
PA Horne (NZ),1987-1987,4,4,0,50,18,12.5,122,40.98,0,0,1,http://stats.espncricinfo.com/ci/content/player/37251.html
J Lewis (ENG),2005-2007,13,8,2,50,17,8.33,63,79.36,0,0,0,http://stats.espncricinfo.com/ci/content/player/16281.html
D Ravu (PNG),2017-2019,8,7,3,50,38*,12.5,79,63.29,0,0,2,http://stats.espncricinfo.com/ci/content/player/1122557.html
IM Stanger (SCOT),1999-2006,5,5,0,50,27,10,150,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/25115.html
CT Tremlett (ENG),2005-2011,15,11,4,50,19*,7.14,89,56.17,0,0,1,http://stats.espncricinfo.com/ci/content/player/21650.html
Zeeshan Siddiqi (CAN),2012-2014,2,2,0,50,43,25,111,45.04,0,0,0,http://stats.espncricinfo.com/ci/content/player/43751.html
ST Banerjee (INDIA),1991-1992,6,5,3,49,25*,24.5,42,116.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/26853.html
DB Close (ENG),1972-1972,3,3,0,49,43,16.33,50,98,0,0,0,http://stats.espncricinfo.com/ci/content/player/10754.html
WW Daniel (WI),1978-1984,18,5,4,49,16*,49,56,87.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/51639.html
DJ Gandhi (INDIA),1999-2000,3,3,0,49,30,16.33,97,50.51,0,0,0,http://stats.espncricinfo.com/ci/content/player/28770.html
CK Hooper (CAN),2007-2010,5,5,2,49,27,16.33,60,81.66,0,0,1,http://stats.espncricinfo.com/ci/content/player/313430.html
Maninder Singh (INDIA),1983-1993,59,18,14,49,8*,12.25,90,54.44,0,0,1,http://stats.espncricinfo.com/ci/content/player/30923.html
E Otieno (KENYA),2007-2014,26,17,7,49,11,4.9,136,36.02,0,0,5,http://stats.espncricinfo.com/ci/content/player/293031.html
D Ranatunga (SL),1990-1990,4,4,0,49,25,12.25,156,31.41,0,0,1,http://stats.espncricinfo.com/ci/content/player/50245.html
BA Reid (AUS),1986-1992,61,21,8,49,10,3.76,117,41.88,0,0,1,http://stats.espncricinfo.com/ci/content/player/7319.html
GK Robertson (NZ),1981-1989,10,6,0,49,17,8.16,48,102.08,0,0,1,http://stats.espncricinfo.com/ci/content/player/38252.html
MMC Schewe (NL),1996-1996,5,4,1,49,20,16.33,68,72.05,0,0,0,http://stats.espncricinfo.com/ci/content/player/24888.html
SS Tiwary (INDIA),2010-2010,3,2,2,49,37*,-,56,87.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/35390.html
KEA Upashantha (SL),1995-2001,12,8,1,49,15,7,86,56.97,0,0,0,http://stats.espncricinfo.com/ci/content/player/50791.html
Arafat Sunny (BDESH),2014-2015,16,11,7,48,15,12,92,52.17,0,0,1,http://stats.espncricinfo.com/ci/content/player/56268.html
